MANDT,FISCALYEARVARIANT,CALENDARDATE,FISCALYEAR,FISCALPERIOD,FISCALQUARTER,FQUARTERSORT,FISCALYEARPERIOD,FYPERIODSORT,FISCALWEEK,FWEEKSORT,FISCALYEAROFFSET,FISCALQUARTEROFFSET,FISCALPERIODOFFSET,FISCALWEEKOFFSET,FISCALYEARSTARTDATE,FISCALYEARENDDATE,FISCALPERIODSTARTDATE,FISCALPERIODENDDATE,FISCALQUARTERSTARTDATE,FISCALQUARTERENDDATE,FISCALWEEKSTARTDATE,FISCALWEEKENDDATE,FISCALPERIODWEEKS,FYEAROFFSETI,FQUARTEROFFSETI,FPERIODOFFSETI,FWEEKOFFSETI
400,Z9,8/12/1998,1997,12,199704,199704,1997012,1997012,199750,199750,4975,4902,4709,3730,9/1/1997,8/29/1998,7/26/1998,8/29/1998,5/31/1998,8/29/1998,8/9/1998,8/15/1998,4,-25,-98,-291,-1270
400,Z9,8/13/1998,1997,12,199704,199704,1997012,1997012,199750,199750,4975,4902,4709,3730,9/1/1997,8/29/1998,7/26/1998,8/29/1998,5/31/1998,8/29/1998,8/9/1998,8/15/1998,4,-25,-98,-291,-1270
400,Z9,8/14/1998,1997,12,199704,199704,1997012,1997012,199750,199750,4975,4902,4709,3730,9/1/1997,8/29/1998,7/26/1998,8/29/1998,5/31/1998,8/29/1998,8/9/1998,8/15/1998,4,-25,-98,-291,-1270
400,Z9,10/25/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,10/26/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,10/27/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,9/27/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,9/28/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,9/29/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,9/30/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,10/1/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,10/2/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,10/3/1998,1998,2,199801,199801,1998002,1998002,199805,199805,4976,4903,4711,3737,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,9/27/1998,10/3/1998,4,-24,-97,-289,-1263
400,Z9,10/4/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/5/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/6/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/7/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/8/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/9/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/10/1998,1998,2,199801,199801,1998002,1998002,199806,199806,4976,4903,4711,3738,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/4/1998,10/10/1998,4,-24,-97,-289,-1262
400,Z9,10/11/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/12/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/13/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/14/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/15/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/16/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/17/1998,1998,2,199801,199801,1998002,1998002,199807,199807,4976,4903,4711,3739,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/11/1998,10/17/1998,4,-24,-97,-289,-1261
400,Z9,10/18/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/19/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/20/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/21/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/22/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/23/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/24/1998,1998,2,199801,199801,1998002,1998002,199808,199808,4976,4903,4711,3740,8/30/1998,8/28/1999,9/27/1998,10/24/1998,8/30/1998,11/28/1998,10/18/1998,10/24/1998,4,-24,-97,-289,-1260
400,Z9,10/28/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,10/29/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,10/30/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,10/31/1998,1998,3,199801,199801,1998003,1998003,199809,199809,4976,4903,4712,3741,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,10/25/1998,10/31/1998,4,-24,-97,-288,-1259
400,Z9,11/1/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/2/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/3/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/4/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/5/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/6/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/7/1998,1998,3,199801,199801,1998003,1998003,199810,199810,4976,4903,4712,3742,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/1/1998,11/7/1998,4,-24,-97,-288,-1258
400,Z9,11/8/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/9/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/10/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/11/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/12/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/13/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/14/1998,1998,3,199801,199801,1998003,1998003,199811,199811,4976,4903,4712,3743,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/8/1998,11/14/1998,4,-24,-97,-288,-1257
400,Z9,11/15/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/16/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/17/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/18/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/19/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/20/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/21/1998,1998,3,199801,199801,1998003,1998003,199812,199812,4976,4903,4712,3744,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/15/1998,11/21/1998,4,-24,-97,-288,-1256
400,Z9,11/22/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
400,Z9,11/23/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
400,Z9,11/24/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
400,Z9,11/25/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
400,Z9,11/26/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
400,Z9,11/27/1998,1998,3,199801,199801,1998003,1998003,199813,199813,4976,4903,4712,3745,8/30/1998,8/28/1999,10/25/1998,11/28/1998,8/30/1998,11/28/1998,11/22/1998,11/28/1998,4,-24,-97,-288,-1255
